,headline,snippet,pub_date,url
280,"Elon Musk Joins Twitter’s Board, Pitching Ideas Big and Small","Free speech, open-source algorithms — and an edit button: The world’s richest person will soon help steer the social media platform where he has a huge following.",2022-04-05T12:39:04+0000,https://www.nytimes.com/2022/04/04/business/twitter-elon-musk-directors.html
281,Business Leaders Join Biden in Welcoming Modi to the U.S.,"India’s fast-growing economy is drawing American corporate giants, even as the country faces scrutiny over ties to Russia and limits on political freedoms.",2023-06-21T11:47:30+0000,https://www.nytimes.com/2023/06/21/business/dealbook/business-leaders-join-biden-in-welcoming-modi-to-the-us.html
282,Buy Now and Save! Price War Over Electric Cars Erupts in China.,The intense competition among the country’s huge number of start-up carmakers has unsettled what had been a pillar of the economy in the last few years.,2023-04-17T15:13:07+0000,https://www.nytimes.com/2023/04/17/business/china-electric-vehicle-prices.html
283,How Guns Are Sold,Gun control advocates are petitioning the Federal Trade Commission to investigate the firearms industry’s marketing practices.,2022-04-07T12:41:47+0000,https://www.nytimes.com/2022/04/07/business/dealbook/guns-marketing-ftc-petition.html
284,BlackRock’s Giant Bet on Infrastructure,"The Wall Street giant agreed to buy Global Infrastructure Partners, whose assets include airports and oil pipelines, in its biggest takeover in 15 years.",2024-01-12T13:13:33+0000,https://www.nytimes.com/2024/01/12/business/dealbook/blackrock-infrastructure-deal.html
285,This Remote Mine Could Foretell the Future of America’s Electric Car Industry,Hiding a thousand feet below the earth’s surface in this patch of northern Minnesota wetlands are ancient mineral deposits that some view as critical to fueling America’s clean energy future.,2022-08-30T09:00:28+0000,https://www.nytimes.com/2022/08/30/business/economy/electric-cars-us-nickel-mine.html
286,Reassessing the Board Fight That Was Meant to Transform Exxon,"As investors press the oil giant on climate issues, activists say that a hedge fund’s eco-focused victory over the company two years ago has achieved little.",2023-05-31T11:18:16+0000,https://www.nytimes.com/2023/05/31/business/dealbook/engine-no-1-exxon-mobil.html
287,Twitter Keeps Missing Its Advertising Targets as Woes Mount,"Under Elon Musk, the company has cut its financial expectations as some advertisers request discounts and are offered incentives.",2022-12-02T23:53:13+0000,https://www.nytimes.com/2022/12/02/technology/twitter-advertising-targets-missed.html
288,"‘Economic Picture Ahead Is Dire,’ Elon Musk Tells Twitter Employees","In his first communications with Twitter’s staff, the company’s new owner painted a bleak picture as more executives resigned.",2022-11-10T16:18:08+0000,https://www.nytimes.com/2022/11/10/technology/elon-musk-twitter-employees.html
289,Musk Joins Moguls to Kill S.E.C. ‘Gag Orders’ at the Supreme Court,Elon Musk joined an amicus brief that could have big implications for how the S.E.C. brings cases and whether defendants who settle can ever talk about them.,2022-04-30T12:00:05+0000,https://www.nytimes.com/2022/04/30/business/dealbook/elon-musks-sec-gag-order-supreme-court.html
290,What people are saying about the chance of a U.S. recession.,"The possibility of an economic downturn has become a major point of discussion, with chatter on Wall Street, in the White House and beyond.",2022-06-21T18:14:15+0000,https://www.nytimes.com/2022/06/21/business/what-people-are-saying-about-the-chance-of-a-us-recession.html
291,Rivian shares surge after the E.V. maker affirms its 2022 production goal.,The company encountered supply-chain problems and investor concern after its initial public offering last year gave it a huge market value.,2022-05-11T22:05:05+0000,https://www.nytimes.com/2022/05/11/business/energy-environment/rivian-earnings-electric-trucks.html
292,"Elon Musk Will Not Join Twitter’s Board, Company Says","The announcement reverses a decision last week, when Twitter said Mr. Musk would become a board member after amassing a 9.2 percent stake in the company.",2022-04-11T03:50:17+0000,https://www.nytimes.com/2022/04/10/technology/elon-musk-twitter-board.html
293,The Week in Business: The Fed Slows Down,Jobs numbers soared far past analysts’ forecasts. Meta’s stock price surged. And Robert Iger faces a major test as Disney reports its first quarterly earnings since he returned as C.E.O.,2023-02-05T12:00:06+0000,https://www.nytimes.com/2023/02/05/business/the-week-in-business-federal-reserve-interest-rates.html
294,Musk Says Twitter Committed Fraud in Dispute Over Fake Accounts,Twitter called the claims false and irrelevant in a high-profile legal fight over whether the billionaire can back out of a $44 billion deal to acquire the company.,2022-08-04T22:05:14+0000,https://www.nytimes.com/2022/08/04/technology/musk-twitter-fraud.html
295,Founder of Electric Truck Maker Is Convicted of Fraud,"Trevor Milton was accused of boasting about nonexistent technology to inflate the stock price of Nikola, a maker of electric trucks.",2022-10-14T20:36:28+0000,https://www.nytimes.com/2022/10/14/business/trevor-milton-nikola-fraud.html
296,"As Driverless Cars Falter, Are ‘Driver Assistance’ Systems in Closer Reach?","With investigations and lawsuits over accidents adding skepticism toward fully driverless technology, car companies are betting on systems that take some, but not all, control.",2022-09-16T09:00:20+0000,https://www.nytimes.com/2022/09/16/business/driverless-cars-assistance-systems.html
297,Hyundai’s Ioniq 5 Nods to Past While Pushing Toward E.V. Future,"For now, supply may be constrained, but Hyundai is putting a big bet on building electrics for the American market.",2022-04-07T09:00:29+0000,https://www.nytimes.com/2022/04/07/business/hyundai-ioniq-5-electric-review.html
298,Biden’s Antitrust Team Isn’t Backing Down From a Fight on Deals,"New guidelines show that despite legal setbacks, top competition officials intend to maintain a tough approach to takeovers and technology giants.",2023-07-19T11:46:15+0000,https://www.nytimes.com/2023/07/19/business/ftc-justice-dept-mergers-antitrust.html
299,"Meet Mira Murati, the Engineer Now Leading OpenAI",The company’s interim C.E.O. has been managing the development and distribution of ChatGPT and DALL-E for years.,2023-11-17T23:44:51+0000,https://www.nytimes.com/2023/11/17/technology/mira-murati-openai.html
300,"In Norway, the Electric Vehicle Future Has Already Arrived","About 80 percent of new cars sold in Norway are battery-powered. As a result, the air is cleaner, the streets are quieter and the grid hasn’t collapsed. But problems with unreliable chargers persist.",2023-05-08T16:00:13+0000,https://www.nytimes.com/2023/05/08/business/energy-environment/norway-electric-vehicles.html
301,Elon Musk Puts His Own Politics on Display on Election Day,The new owner of Twitter has urged his followers to vote Republican.,2022-11-08T17:05:29+0000,https://www.nytimes.com/2022/11/08/technology/elon-musk-twitter-elections.html
302,Elon Musk Seems to Answer to No One. Except for a Judge in Delaware.,"Kathaleen St. J. McCormick, the chief judge of Delaware’s Chancery Court, gave Mr. Musk until Friday to acquire Twitter. She is also judging at least one other case involving the billionaire.",2022-10-26T07:00:10+0000,https://www.nytimes.com/2022/10/26/technology/musk-twitter-delaware-judge-mccormick.html
303,New E.T.F.s Turn the Funds’ Virtue of Low Risk on Its Head,"Using a variety of means to bet on the direction of a single stock, they add a layer of complexity that worries some investment professionals.",2022-10-15T09:00:18+0000,https://www.nytimes.com/2022/10/15/business/etf-single-stock-risk.html
304,Ford’s Battery Joint Venture to Get $9.2 Billion Government Loan,"The money will help finance three plants the automaker and its partner, SK On, are building in Kentucky and Tennessee.",2023-06-22T13:42:19+0000,https://www.nytimes.com/2023/06/22/business/energy-environment/ford-battery-plants-loan.html
305,FTX’s Founder Faces Growing Legal Troubles,The fallen crypto mogul Sam Bankman-Fried plans to fight extradition as charges pile up in what prosecutors called a record financial fraud.,2022-12-14T13:14:10+0000,https://www.nytimes.com/2022/12/14/business/dealbook/ftx-sbf-charges-extradition.html
306,Are You Better Off Financially Than You Were Five or 10 Years Ago? We Want to Hear About It.,"Inflation and gas prices are causing pain, but for millions, a rising stock market and increased homeowners’ equity are providing an unusual degree of security.",2022-04-05T17:20:07+0000,https://www.nytimes.com/2022/04/05/technology/finance-stories-inflation-stocks.html
307,"No, the ban on Ye’s Twitter account was not lifted.",The Twitter account for the rapper formerly known as Kanye West was never banned to begin with.,2022-10-28T17:58:25+0000,https://www.nytimes.com/2022/10/28/technology/kanye-ye-twitter-ban.html
308,4 ways Twitter could change under Elon Musk.,The Tesla chief executive has criticized Twitter’s content moderation policies and advocated open-source algorithms.,2022-04-25T14:01:06+0000,https://www.nytimes.com/2022/04/25/business/elon-musk-twitter-trump-return.html
309,Harvard’s Governance Dilemma,The resignation of Claudine Gay as Harvard’s president reopens the debate over who should run America’s elite universities.,2024-01-03T12:46:37+0000,https://www.nytimes.com/2024/01/03/business/dealbook/harvard-gay-governance-universities.html
310,4 ways Twitter could change under Elon Musk.,The Tesla chief executive has criticized Twitter’s content moderation policies and advocated open-source algorithms.,2022-04-25T14:01:06+0000,https://www.nytimes.com/2022/04/25/business/elon-musk-twitter-trump-return.html
311,Elon Musk Wants All of Twitter,The Tesla chief executive made an offer worth more than $40 billion to buy Twitter and take it private.,2022-04-14T13:44:23+0000,https://www.nytimes.com/2022/04/14/business/dealbook/twitter-elon-musk.html
312,Investors Bail on Boeing Following Max 9 Grounding,The jet maker’s share price fell sharply in premarket trading on Monday after hundreds of flights were canceled and safety inspections resumed.,2024-01-08T12:50:25+0000,https://www.nytimes.com/2024/01/08/business/dealbook/boeing-stock-max-9-grounding.html
313,Biden v. Musk,The President’s comment on Friday dismissing the billionaire entrepreneur is the latest barb in Biden’s unfortunate feud.,2022-06-06T13:50:37+0000,https://www.nytimes.com/2022/06/06/business/dealbook/biden-musk-apple.html
314,The Federal Reserve’s Tough Spot,A stock market dive complicates the fight against inflation.,2022-05-02T12:04:42+0000,https://www.nytimes.com/2022/05/02/business/dealbook/the-fed-inflation.html
315,Is the U.S. Economy Headed for a Slowdown?,"A shrinking G.D.P., Amazon’s slowing revenue and supply chain woes all point to the economic engine shifting down a gear.",2022-04-29T12:01:17+0000,https://www.nytimes.com/2022/04/29/business/dealbook/us-gdp-economy-slowdown.html
316,Authorities Step Up Their Crypto Crackdown,"A string of enforcement actions, the latest involving the multibillion-dollar collapse of Terraform Labs, has put the chill on a recent Bitcoin rally.",2023-02-17T12:36:57+0000,https://www.nytimes.com/2023/02/17/business/dealbook/sbf-crypto-crackdown-ftx-terra.html
